Season,Name of Episode,ID of the Episode,Date Aired,Average Rating,Number of Ratings,Description
Season 4,The Underwater Menace: Episode 1,S04E19,14 Jan. 1967,6.0,245,The TARDIS materialises on a deserted beach where the Doctor and his friends are captured by primitive warriors and taken to the fabled city of Atlantis.
Season 4,The Underwater Menace: Episode 2,S04E20,21 Jan. 1967,6.1,250,"While Ara tries to save Polly from being turned into a Fish Person and Ben and Jamie try to escape from the mines, the Doctor discovers the full extent of Zaroff's plans."
Season 4,The Underwater Menace: Episode 3,S04E21,28 Jan. 1967,6.1,270,The Doctor and Ramo are sentenced to be sacrificed to the goddess Amdo and must escape to put a stop to Zaroff's plan.
Season 4,The Underwater Menace: Episode 4,S04E22,4 Feb. 1967,5.9,237,"With Zaroff's plan nearing completion, the Doctor and Ben realise the only way to save the world is to destroy Atlantis."
Season 4,The Moonbase: Episode 1,S04E23,11 Feb. 1967,7.3,315,"The TARDIS arrives on the Moon in the year 2070. When Jamie is injured, the other travellers are forced to seek the help of a moonbase afflicted with a space plague."
Season 4,The Moonbase: Episode 2,S04E24,18 Feb. 1967,7.5,305,The Doctor and his friends attempt to convince the Moonbase crew that the Cybermen are responsible for the disappearances and find a cure for the plague.
Season 4,The Moonbase: Episode 3,S04E25,25 Feb. 1967,7.4,289,"The Cybermen take over the Moonbase and begin using the Gravitron to attack Earth but Polly, Ben and Jamie come up with a way to fight back."
Season 4,The Moonbase: Episode 4,S04E26,4 Mar. 1967,7.6,296,"With the Cybermen preparing to launch a full attack, the Doctor and his friends must keep the Moonbase and the Gravitron out of their hands until help arrives from Earth."
Season 4,The Macra Terror: Episode 1,S04E27,11 Mar. 1967,7.3,253,The TARDIS arrives at a holiday camp company with the crew worried by a prediction of giant crabs and the Doctor becomes interested in the apparent madman Medok's stories of creatures that roam the colony at night.
Season 4,The Macra Terror: Episode 2,S04E28,18 Mar. 1967,7.2,233,The Doctor is unable to convince the colonists that the Macra exist and an attempt to brainwash his companions results in Ben betraying his friends.
Season 4,The Macra Terror: Episode 3,S04E29,25 Mar. 1967,7.2,229,"The Doctor, Polly and Jamie are sentenced to work in the pits and an escape attempt sees Ben's loyalties called into question again."
Season 4,The Macra Terror: Episode 4,S04E30,1 Apr. 1967,7.2,233,The Doctor and Polly manage to save Jamie from the Macra and then try to show the Pilot who is really in charge of the colony.
Season 4,The Faceless Ones: Episode 1,S04E31,8 Apr. 1967,7.7,278,"The TARDIS materialises on the runway of Gatwick Airport, where Polly witnesses a murder only to be kidnapped before she can report it."
Season 4,The Faceless Ones: Episode 2,S04E32,15 Apr. 1967,7.5,221,"With Polly having apparently forgotten them, the Doctor, Ben and Jamie decide to carry out their own investigation of Chameleon Tours."
Season 4,The Faceless Ones: Episode 3,S04E33,22 Apr. 1967,7.6,252,"The Doctor, Jamie and Sam manage to convince Crossland to trust them and he persuades the Commandant to let them continue their investigation."
Season 4,The Faceless Ones: Episode 4,S04E34,29 Apr. 1967,7.4,216,"When Spencer attempts to kill them, the Doctor, Jamie and Sam become convinced Chameleon Tours are hiding something and Sam decides to book a ticket on one of their flights."
Season 4,The Faceless Ones: Episode 5,S04E35,6 May 1967,7.4,216,Jamie finds himself aboard the Chameleons' satellite and meets their Director while the Doctor forces the Chameleon Meadows to tell him the aliens' plans.
Season 4,The Faceless Ones: Episode 6,S04E36,13 May 1967,7.5,215,The Doctor and Pinto are captured by the Chameleons but the Doctor manages to use their dependence on their human originals to create dissent in their ranks.
Season 4,The Evil of the Daleks: Episode 1,S04E37,20 May 1967,8.0,228,"Trying to find the stolen TARDIS, the Second Doctor and Jamie are lured into a trap by the Doctor's old enemies the Daleks."
Season 4,The Evil of the Daleks: Episode 2,S04E38,27 May 1967,8.3,248,"The Doctor and Jamie investigate Waterfield's antiques shop, where they are knocked unconscious and transported back to the 19th century."
Season 4,The Evil of the Daleks: Episode 3,S04E39,3 Jun. 1967,7.8,207,"As part of the Daleks' experiment, the Doctor manipulates Jamie into attempting to rescue Victoria."
Season 4,The Evil of the Daleks: Episode 4,S04E40,10 Jun. 1967,7.8,207,"Jamie and Kemel team up to try and find Victoria, while the Doctor and the Daleks continue to monitor their progress."
Season 4,The Evil of the Daleks: Episode 5,S04E41,17 Jun. 1967,7.9,206,"With the experiment at an end, the Doctor begins to suspect the key to rescuing Jamie, Victoria and Kemel from the Daleks lies with Terrall."
Season 4,The Evil of the Daleks: Episode 6,S04E42,24 Jun. 1967,8.3,211,"The Doctor, Jamie and Waterfield follow the Daleks to Skaro, where they discover an unforeseen consequence to their experiment."
Season 4,The Evil of the Daleks: Episode 7,S04E43,1 Jul. 1967,8.7,229,The Daleks are poised to spread the Dalek Factor throughout the history of Earth and begin by implanting the Doctor.
Season 5,The Tomb of the Cybermen: Episode 1,S05E01,2 Sep. 1967,8.4,606,"The Doctor, Jamie and Victoria arrive on Telos, where an archaeological group are exploring the Tomb of the Cybermen. But are the Cybermen as dormant as they believe?"
Season 5,The Tomb of the Cybermen: Episode 2,S05E02,9 Sep. 1967,8.3,509,The archaeologists learn they are stranded on Telos and Klieg suggests they use the opportunity to explore the Cybermen's tombs.
Season 5,The Tomb of the Cybermen: Episode 3,S05E03,16 Sep. 1967,8.3,504,"The Cybermen have been revived and plan to convert the archeologists into their own kind, prompting Hopper to attempt a rescue."
Season 5,The Tomb of the Cybermen: Episode 4,S05E04,23 Sep. 1967,8.4,502,Klieg attempts to do a deal with the Cybercontroller while the Doctor tries to find a way to refreeze the Cybermen permanently.
Season 5,The Abominable Snowmen: Episode 1,S05E05,30 Sep. 1967,7.2,208,"When the TARDIS materialises in the Himalayas, the Doctor decides to pay a return visit to the nearby Det-Sen monastery only to be accused of murder."
Season 5,The Abominable Snowmen: Episode Two,S05E06,7 Oct. 1967,7.7,225,Jamie and Victoria make their way to the monastery shortly before it is attacked by the Yeti.
Season 5,The Abominable Snowmen: Episode Three,S05E07,14 Oct. 1967,7.2,185,"While the Doctor and Jamie return to the TARDIS for equipment, the control sphere Jamie brought to the monastery is reactivated."
Season 5,The Abominable Snowmen: Episode Four,S05E08,21 Oct. 1967,7.3,183,"The Yeti escapes from the monastery and Victoria and Thonmi are accused of assisting it, while the Doctor and Jamie endure a perilous journey back across the mountains."
Season 5,The Abominable Snowmen: Episode Five,S05E09,28 Oct. 1967,7.4,183,Victoria falls under the mental influence of Padmasambhva as the Yeti attack in order to drive the monks from the area.
Season 5,The Abominable Snowmen: Episode Six,S05E10,4 Nov. 1967,7.4,184,"With the Great Intelligence on the verge of becoming corporeal, the Doctor challenges Padmasambhva to a mental battle in order to defeat it."
Season 5,The Ice Warriors: Episode One,S05E11,11 Nov. 1967,7.4,316,"The Doctor, Jamie and Victoria are brought to a base which is attempting to halt the flow of the Second Ice Age."
Season 5,The Ice Warriors: Episode Two,S05E12,18 Nov. 1967,7.3,282,Varga revives and takes Victoria hostage as he works to revive his crew while the Doctor and Jamie find Penley stealing medical supplies.
Season 5,The Ice Warriors: Episode Three,S05E13,25 Nov. 1967,7.3,275,Jamie and Arden venture out to rescue Victoria only to find the rest of the Ice Warriors are now active.
Season 5,The Ice Warriors: Episode Four,S05E14,2 Dec. 1967,7.4,285,The Doctor leaves the base to try and find Jamie and Victoria while Storr tries to do a deal with the Ice Warriors.
Season 5,The Ice Warriors: Episode Five,S05E15,9 Dec. 1967,7.5,282,The Doctor and Victoria are both held prisoner by the Ice Warriors as Varga decides to take over Brittanicus.
Season 5,The Ice Warriors: Episode Six,S05E16,16 Dec. 1967,7.5,280,The Doctor and Victoria attempt to force the Ice Warriors to surrender control of the ioniser before the ice flow destroys them.
Season 5,The Enemy of the World: Episode 1,S05E17,23 Dec. 1967,8.1,362,"After the Doctor is attacked by a group of mysterious gunmen, he discovers he is the physical double of the famous scientist Salamander."
Season 5,The Enemy of the World: Episode 2,S05E18,30 Dec. 1967,7.9,325,Jamie and Victoria agree to accompany Astrid to Hungary to observe Salamander's activities.
Season 5,The Enemy of the World: Episode 3,S05E19,6 Jan. 1968,7.8,344,Jamie and Victoria join Astrid into attempting to rescue Denes but Salamander becomes suspicious of them.
Season 5,The Enemy of the World: Episode 4,S05E20,13 Jan. 1968,7.9,321,Fariah brings the Doctor and Kent evidence of Salamander's activities but then they come under attack from Benik.
Season 5,The Enemy of the World: Episode 5,S05E21,20 Jan. 1968,8.0,318,The Doctor persuades Bruce to help him infiltrate Salamander's research centre while Salamander takes drastic action to prevent Swann finding out the truth.
Season 5,The Enemy of the World: Episode 6,S05E22,27 Jan. 1968,8.3,328,The Doctor discovers the true link between Salamander and Kent while Astrid tries to convince the shelter inhabitants they have been lied to.
Season 5,The Web of Fear: Episode 1,S05E23,3 Feb. 1968,8.4,376,The TARDIS becomes trapped in space before ending up in an underground station of a mysteriously deserted London.
Season 5,The Web of Fear: Episode 2,S05E24,10 Feb. 1968,8.2,313,Jamie and Victoria are reunited with Travers before Jamie joins the soldiers in attempting to find out what has happened to the Doctor.
Season 5,The Web of Fear: Episode 3,S05E25,17 Feb. 1968,8.0,300,The Doctor and Victoria are taken back to the Goodge Street base by Colonel Lethbridge-Stewart where the Doctor becomes convinced there is a traitor in their midst.
Season 5,The Web of Fear: Episode 4,S05E26,24 Feb. 1968,8.4,310,"With Travers having been captured by the Yeti, the Doctor attempts to find a way to gain control of the robots while Lethbridge-Stewart tries to recover the TARDIS."
Season 5,The Web of Fear: Episode 5,S05E27,2 Mar. 1968,8.2,305,"Victoria and Travers are held prisoner by the Great Intelligence, who is planning to drain the Doctor's mind."
Season 5,The Web of Fear: Episode 6,S05E28,9 Mar. 1968,8.3,309,"The Doctor and his friends are held prisoner by the Intelligence and their only hope lies with Jamie, Arnold and a reprogrammed Yeti."
Season 5,Fury from the Deep: Episode 1,S05E29,16 Mar. 1968,7.8,204,"The Doctor, Jamie and Victoria are taken prisoner by the staff of a gas refinery, who have lost contact with their drilling rigs and experienced mysterious drops in pressure."
Season 5,Fury from the Deep: Episode 2,S05E30,23 Mar. 1968,7.8,195,Harris asks for the Doctor's help with Maggie with Van Lutyens and the Chief Engineer attempt to find out what is blocking the impeller.
Season 5,Fury from the Deep: Episode 3,S05E31,30 Mar. 1968,7.9,191,"While the Doctor begins his investigation into the weed creatures, Robson is attacked by one at the refinery."
Season 5,Fury from the Deep: Episode 4,S05E32,6 Apr. 1968,7.9,186,Van Lutyens' investigation of the base of the impeller places the Doctor and Jamie in danger from the Weed Creature.
Season 5,Fury from the Deep: Episode 5,S05E33,13 Apr. 1968,7.9,185,"With the Weed Creature poised to burst out of the pipeline and attack the base, an encounter with Oak and Quill gives the Doctor a vital clue about its weakness."
Season 5,Fury from the Deep: Episode 6,S05E34,20 Apr. 1968,8.1,195,The Doctor and Jamie rescue Victoria from Robson and realise they can destroy the Weed Creature with sound waves.
Season 5,The Wheel in Space: Episode 1,S05E35,27 Apr. 1968,6.9,199,The Doctor and Jamie arrive on a mysterious spacecraft whose only occupant is a dangerous Servo Robot.
